2026-01-26,MSFT,465.95,1,465.95
2026-02-02,VOO,639.68,1,639.68
2026-02-02,AAPL,270.01,1,270.01
2026-02-02,MSFT,423.37,1,423.37
2026-03-10,META,659.25,0.0546834,36.05
